customer_token,tenure_months,monthly_charge_eur,total_charges_eur,num_products,contract_type,payment_method,has_internet_service,has_phone_service,support_tickets_6m,avg_monthly_usage_gb,days_since_last_contact,nps_score,payment_delay_count_12m,age_bucket,gender_encoded,region,churned
ccebfc7b59f7809a,70,86.96,6172.07,2,two_year,auto_debit,False,False,7,295.5,193,6.2,2,36-50,1,DE-BY,0
882794bbead75d88,3,77.0,297.71,5,monthly,credit_card,False,True,6,172.6,182,4.1,0,26-35,0,DE-NW,1
6292e6c448e5f12d,39,77.22,3055.25,3,monthly,credit_card,True,True,8,163.1,235,6.6,3,65+,1,DE-HE,0
7e015b7901717851,2,88.08,307.03,4,two_year,digital_wallet,False,True,12,244.2,353,6.8,2,51-65,1,DE-NW,0
c9b87801e32ab2ac,38,53.15,2072.69,1,two_year,invoice,False,False,0,148.7,293,4.0,1,65+,0,CH-BE,0
87665a30c225f102,12,77.15,1008.07,5,annual,digital_wallet,True,False,12,38.3,154,5.0,2,51-65,1,DE-NW,0
713ed89f0f6f4e04,53,57.24,3088.28,5,monthly,auto_debit,True,False,3,330.4,239,2.7,5,65+,1,CH-ZH,0
2547a6de8a3897bd,7,69.84,534.12,2,two_year,credit_card,False,False,5,430.1,32,6.3,6,51-65,1,DE-HE,0
e94a724da12595f8,20,41.93,876.58,1,monthly,invoice,True,True,12,413.6,237,4.9,3,51-65,0,DE-NW,0
7477e882990d2bcf,20,43.63,928.87,3,two_year,invoice,True,False,12,10.0,42,3.1,2,18-25,1,DE-HE,1
e1918468b5de668e,11,56.67,699.46,2,monthly,auto_debit,False,False,1,119.0,62,7.7,2,36-50,1,CH-BE,0
796eb45bf61bbdbb,30,113.23,3465.61,2,annual,digital_wallet,False,False,9,28.0,273,3.7,0,36-50,1,AT-W,0
3d9d6ee6fa361a6d,31,116.15,3767.55,3,annual,credit_card,False,True,10,483.4,310,0.3,5,18-25,0,DE-HE,0
ed76426daca5391c,70,55.39,3943.8,1,two_year,invoice,False,False,0,454.9,201,9.3,2,36-50,0,DE-NW,0
1383c0e777d7e42a,38,37.09,1461.94,3,two_year,digital_wallet,True,False,1,411.6,251,4.7,3,36-50,1,DE-BY,0
e02dcdb0a4866703,20,88.34,1842.05,5,two_year,credit_card,False,True,12,26.0,328,1.8,3,26-35,0,AT-W,0
bdaa952c935e7ce2,25,80.97,2071.39,2,monthly,invoice,False,False,7,239.2,68,2.6,5,65+,1,DE-HE,0
8223a60e4286692e,25,23.86,617.82,4,two_year,invoice,True,True,8,323.6,320,2.3,0,51-65,0,DE-HE,0
515cff74d51e2c28,21,20.23,447.09,2,monthly,credit_card,True,True,0,359.3,222,7.7,3,51-65,0,DE-NW,0
d588d79aa4e13ad0,26,35.01,955.15,3,two_year,digital_wallet,False,True,6,428.2,307,2.2,6,36-50,0,AT-W,0
c960159cb291b2db,23,57.9,1377.45,3,monthly,digital_wallet,True,False,9,342.1,234,0.9,3,26-35,1,CH-BE,1
76c5701c80ac9f13,50,87.12,4461.28,5,annual,auto_debit,True,True,0,166.4,120,4.7,2,65+,0,DE-BY,0
238a336ea811dc5f,32,67.98,2275.8,3,monthly,auto_debit,True,False,2,251.9,173,8.8,1,18-25,1,CH-BE,0
f9c769c2d2fa5c49,67,60.46,4099.99,2,annual,credit_card,False,False,4,451.4,134,6.1,6,36-50,1,AT-W,0
ca1290690bd7ba4f,21,48.13,1071.55,2,two_year,digital_wallet,True,True,2,27.3,93,0.4,2,26-35,1,AT-W,0
82c0794d896302f7,14,119.5,1737.62,3,two_year,digital_wallet,False,False,1,422.9,75,1.2,0,26-35,1,DE-NW,0
52978548f0059668,21,93.74,2068.21,5,monthly,auto_debit,True,False,1,123.1,255,6.8,2,18-25,1,CH-BE,0
2e6964ef01637f02,15,56.39,927.68,3,monthly,auto_debit,True,False,11,329.8,232,6.3,2,65+,0,DE-HE,0
c8d33b0935001a63,5,83.9,488.71,5,monthly,invoice,True,False,5,399.1,36,5.5,4,51-65,0,AT-W,0
886a3db278c0c1a3,32,33.69,1124.08,1,monthly,invoice,True,False,12,201.2,331,7.5,5,26-35,0,DE-HE,0
afe40b8a8f0f3d84,62,99.12,6286.36,5,monthly,credit_card,True,False,8,99.9,228,8.9,3,36-50,1,DE-BY,0
a93aa7dace01d135,54,100.15,5501.65,4,monthly,auto_debit,False,False,10,112.1,351,7.1,3,65+,0,DE-HE,0
a8e77b8a8ffb5b81,59,60.92,3653.84,2,monthly,credit_card,True,False,4,284.3,282,0.8,0,65+,0,CH-ZH,0
29888b944b65e29f,54,58.37,3223.21,3,annual,credit_card,True,True,1,370.3,236,1.8,1,51-65,0,DE-BY,0
5c10d75c21d92252,53,107.06,5790.58,4,two_year,digital_wallet,False,False,12,93.6,94,0.8,4,36-50,0,AT-W,0
fec3a870a6448608,68,16.88,1156.5,4,annual,digital_wallet,False,False,9,406.6,315,3.6,5,51-65,1,DE-BY,0
73c62aac5c083e57,16,29.19,505.45,2,monthly,invoice,False,True,10,120.9,320,8.6,4,26-35,0,DE-HE,1
67354c40c7454eb7,59,30.56,1821.88,2,two_year,digital_wallet,False,False,0,429.9,299,2.4,2,65+,1,DE-BY,0
692868edafe1ed22,42,15.83,684.06,4,annual,credit_card,True,False,6,243.1,302,7.2,5,51-65,0,CH-BE,0
a2e84703fc42e1ed,7,70.47,550.78,1,annual,digital_wallet,False,True,7,311.3,330,3.5,5,51-65,0,DE-NW,0
7d7df171e0105269,36,91.25,3370.6,5,monthly,credit_card,False,True,4,361.5,199,9.6,6,36-50,1,DE-NW,0
ee2417daade824ea,26,44.66,1213.28,2,monthly,invoice,True,False,1,396.7,252,3.0,1,65+,0,DE-BY,0
19283f997756204e,45,107.5,4908.3,5,monthly,auto_debit,False,False,1,308.8,61,5.6,3,36-50,1,DE-HE,0
f148d5c44b2f2680,5,95.86,613.15,5,two_year,auto_debit,True,False,12,228.6,56,9.7,6,65+,0,CH-ZH,0
1f732e168ad4e2df,5,68.27,383.54,2,annual,invoice,False,False,12,252.9,50,1.5,2,36-50,0,DE-BY,1
204388e1feff3a9b,25,61.11,1605.3,2,annual,credit_card,False,True,1,133.0,212,3.6,5,26-35,0,CH-ZH,0
e00949f19b733cdb,53,97.66,5266.69,4,annual,credit_card,True,False,2,385.1,264,9.4,0,36-50,1,AT-W,0
e2c7515469a1306d,21,60.58,1304.72,2,two_year,auto_debit,False,False,6,442.9,358,5.5,2,36-50,1,DE-BY,0
898b90d5e7d15ebc,35,109.52,3904.04,4,annual,invoice,False,False,12,390.8,207,7.8,2,18-25,0,CH-ZH,0
b6778ac3599a9a75,42,55.95,2427.1,5,two_year,credit_card,True,True,8,275.9,266,3.4,5,26-35,0,DE-BY,0
e3d44afee8442cdd,69,77.21,5425.87,4,two_year,auto_debit,True,False,4,313.5,181,1.2,6,18-25,1,DE-HE,0
4c6e10ec5a72e468,0,62.58,81.69,5,two_year,invoice,False,False,4,333.5,293,6.7,5,51-65,0,DE-BY,0
781a084a4e5ce34e,41,69.23,2926.94,4,monthly,invoice,False,False,1,46.1,217,8.9,3,26-35,1,DE-BY,0
f51d70a6070e06e9,47,86.07,4136.44,4,annual,digital_wallet,False,False,11,465.5,250,7.3,3,26-35,0,CH-ZH,0
5722d73095abd727,16,65.9,1151.14,5,two_year,auto_debit,True,False,7,16.3,80,9.4,2,18-25,1,DE-BY,0
f4e1e3e2c455372c,15,53.81,862.19,1,annual,credit_card,False,False,4,243.0,73,1.4,4,51-65,0,DE-HE,0
65495bd15778eb48,36,37.64,1392.26,1,two_year,credit_card,True,True,6,240.6,158,5.7,2,51-65,1,CH-BE,0
cc721155c46c346a,16,95.0,1611.29,4,two_year,digital_wallet,True,False,1,399.9,340,6.2,3,26-35,1,DE-HE,0
e7bf14a2b33d4f12,69,19.81,1385.57,3,two_year,auto_debit,True,True,9,315.1,362,3.1,5,18-25,0,DE-NW,0
2faecd2ea9af1b38,69,75.57,5295.21,2,annual,auto_debit,True,True,0,137.5,105,2.5,5,65+,1,DE-BY,0
b53861bc6e140d22,68,78.72,5395.86,1,annual,digital_wallet,True,False,0,429.8,162,3.8,0,18-25,0,CH-ZH,0
80bcb8bfbd90af5c,21,44.96,1001.18,2,annual,digital_wallet,True,True,9,480.6,92,0.3,0,36-50,1,DE-BY,1
c8212eddae834ce8,40,29.96,1221.11,1,monthly,invoice,True,True,7,254.3,258,3.9,0,36-50,0,DE-HE,0
f130ec10be50dac5,59,73.08,4350.37,2,monthly,credit_card,True,True,12,277.4,64,3.0,3,51-65,0,CH-BE,0
3d1981c5ee371d67,64,36.36,2358.79,2,monthly,digital_wallet,False,True,0,406.3,317,2.9,1,18-25,0,AT-W,0
9d6b41bf80784c2d,34,77.78,2712.98,3,two_year,invoice,False,True,2,369.6,288,0.7,0,51-65,0,DE-NW,0
f17b1c284520d4e3,71,119.88,8596.7,5,annual,credit_card,False,False,4,123.0,164,3.4,3,65+,1,DE-BY,0
e91b18a6870ac128,17,82.88,1489.89,1,two_year,invoice,False,False,12,196.4,41,7.9,5,18-25,0,CH-BE,1
21dc0452e33bdfe1,56,85.59,4905.4,5,annual,digital_wallet,True,True,1,231.3,98,4.4,1,18-25,1,CH-BE,0
48373bfa03a95bc5,45,35.11,1619.46,2,monthly,digital_wallet,False,True,4,246.4,360,7.1,1,18-25,0,CH-BE,0
c8bd83145603e477,50,26.65,1359.16,2,two_year,invoice,True,True,9,64.1,33,1.3,4,26-35,1,DE-NW,0
567693f9de40afdd,2,119.15,361.37,3,two_year,digital_wallet,True,False,10,336.5,332,0.5,2,51-65,1,DE-HE,0
7d3b0e86e95f0ad8,15,86.42,1370.75,1,two_year,invoice,True,False,6,266.2,161,0.1,1,36-50,0,CH-ZH,0
e0ff36e4a2450b1a,3,118.98,498.47,1,monthly,invoice,True,False,4,31.4,320,1.0,3,51-65,0,CH-ZH,1
62b313b1a9ca029d,42,103.25,4437.02,3,monthly,credit_card,True,True,12,300.0,224,7.6,5,51-65,0,DE-BY,0
2589298c9144818b,7,111.26,933.48,1,monthly,auto_debit,False,True,4,305.4,221,0.7,5,18-25,0,DE-HE,0
4a4756cc2cdaeaa0,48,57.18,2796.74,5,two_year,auto_debit,False,False,7,397.6,317,6.2,2,18-25,1,CH-ZH,0
32693de0c6c167a7,42,76.72,3261.54,1,two_year,invoice,True,False,5,210.5,317,4.4,1,26-35,0,DE-BY,0
f6f77809b5ae8445,16,47.73,833.35,3,annual,invoice,True,False,4,301.7,149,3.7,0,65+,0,DE-BY,0
c4f7fe339ce44579,30,68.25,2140.23,4,annual,invoice,True,True,12,34.2,96,6.7,5,51-65,1,CH-ZH,0
7f6ec6efeb9e17fd,72,116.12,8467.32,2,monthly,digital_wallet,True,False,3,460.0,327,2.2,1,51-65,0,DE-NW,0
c7d3a2c6c0d0016a,61,92.13,5696.54,4,monthly,digital_wallet,True,True,5,4.9,183,0.3,0,26-35,1,AT-W,0
15cf0c8a9792e50a,24,81.29,2020.86,1,monthly,invoice,False,True,3,442.7,89,3.4,4,26-35,0,DE-NW,0
705161d2912988f8,2,33.49,87.11,2,annual,auto_debit,False,True,4,228.1,189,8.1,5,26-35,1,CH-BE,1
5972430fab4f2beb,8,27.44,236.83,2,monthly,digital_wallet,False,False,9,214.8,325,2.4,0,65+,0,CH-ZH,0
0d440c2adf3f05cc,37,97.91,3676.84,3,monthly,digital_wallet,True,True,12,235.3,339,6.1,1,65+,1,CH-BE,0
6a168ae298a97d31,65,54.3,3566.37,3,two_year,digital_wallet,False,False,4,290.6,326,9.2,4,18-25,0,DE-NW,0
5e69702a05aeb8c9,25,62.47,1606.64,4,annual,invoice,False,False,8,42.4,43,3.0,4,36-50,0,CH-ZH,0
6ad8a65f8b886422,5,63.85,378.38,4,annual,digital_wallet,False,False,5,136.5,12,1.8,1,36-50,0,DE-HE,0
535a3d7407a53ec9,10,45.92,507.26,1,annual,invoice,True,True,1,180.1,279,2.0,1,36-50,1,DE-HE,0
ec2d062aff8a7a9f,35,35.02,1248.04,5,annual,auto_debit,False,False,5,391.6,206,9.5,6,65+,0,AT-W,0
54bbd2fc294c7d06,65,118.87,7888.86,2,monthly,invoice,False,True,8,293.5,282,7.6,5,51-65,1,DE-BY,0
513c87b51b9ca1fc,40,103.81,4302.09,4,monthly,digital_wallet,False,True,5,69.5,65,3.1,5,18-25,1,CH-BE,0
ffeee34bbe241244,45,50.68,2340.69,4,two_year,credit_card,False,True,9,392.7,71,1.5,2,65+,1,AT-W,0
ccde1e88c9dacee8,26,114.61,3081.45,4,monthly,credit_card,False,False,1,85.7,345,5.5,0,65+,1,DE-BY,0
5f45a4b8ebe17768,23,35.89,857.26,2,monthly,credit_card,True,False,0,184.3,5,1.7,6,51-65,1,DE-NW,0
564c3c628e93587c,14,28.56,435.34,4,monthly,invoice,True,False,6,408.9,340,4.7,4,65+,1,CH-ZH,0
61dfb3c3e2866b8c,25,67.76,1746.54,1,monthly,digital_wallet,True,False,9,403.8,269,3.3,4,51-65,1,AT-W,0
7d5ee2993338f28b,5,92.42,589.73,4,annual,credit_card,False,True,6,124.6,316,7.3,3,51-65,0,CH-BE,0
67206c8525e04df6,72,25.03,1815.77,2,annual,credit_card,True,True,7,205.6,283,1.2,2,18-25,0,CH-ZH,0
57e86fffed584acd,41,58.06,2421.53,1,annual,auto_debit,True,False,6,171.8,204,8.6,3,18-25,0,DE-HE,0
97e43872adefea91,14,89.46,1357.13,4,annual,digital_wallet,True,True,8,328.5,365,9.5,1,51-65,1,DE-NW,1
9b07df76ca908edb,21,103.04,2233.62,1,two_year,digital_wallet,True,True,10,381.8,346,2.7,3,36-50,0,DE-NW,0
4d3e5e5ed93e8130,4,108.73,537.35,1,two_year,auto_debit,False,False,7,26.2,2,0.5,3,26-35,0,DE-HE,0
63b8194152c1fb98,30,36.0,1099.01,1,annual,invoice,True,True,1,398.5,340,1.7,1,18-25,1,CH-ZH,0
ceabfd7dba2cdcee,13,100.64,1421.72,5,monthly,digital_wallet,False,True,3,106.9,182,3.2,0,51-65,1,DE-BY,0
593daa123b32248b,49,37.34,1872.9,3,two_year,credit_card,True,True,3,205.5,306,5.0,0,65+,0,DE-HE,0
f33e73bdea47d5d7,12,77.99,1029.18,2,annual,invoice,False,False,1,167.6,311,9.1,3,51-65,0,CH-ZH,0
eaeb32f2bbc92cc0,1,39.42,94.48,3,monthly,digital_wallet,True,True,0,68.8,255,3.0,1,51-65,0,CH-BE,0
72fcea085bcfb91a,4,40.0,219.54,4,two_year,credit_card,True,False,5,321.8,20,5.2,3,36-50,0,DE-NW,0
d68e3965aa606265,42,50.99,2169.83,2,two_year,invoice,False,False,2,221.2,3,0.6,3,18-25,0,DE-BY,0
d741cef7a3234a8d,18,113.52,2119.84,5,monthly,invoice,True,False,11,233.5,84,7.2,1,51-65,0,CH-ZH,1
65a9cbb4b5328719,31,46.83,1520.46,2,annual,digital_wallet,True,False,6,188.9,241,4.4,4,65+,1,DE-NW,0
276e5ae6c75a8b32,61,17.08,1065.01,3,two_year,invoice,True,False,6,231.8,232,2.8,4,65+,1,DE-BY,0
b99db9927fd6de2b,42,29.35,1251.92,2,monthly,auto_debit,False,False,6,462.8,202,9.7,2,51-65,1,DE-HE,0
3f8912e52a75358c,9,57.92,603.62,4,two_year,invoice,True,False,4,385.6,178,5.1,3,36-50,0,CH-BE,1
7e4da7f164626253,49,112.28,5585.07,1,annual,auto_debit,True,False,9,227.7,348,1.5,1,65+,0,DE-BY,0
7ab12b5ccac8b8c8,14,95.95,1479.25,4,two_year,auto_debit,True,False,2,414.9,129,6.9,4,65+,1,CH-ZH,0
a76efe22f6e53977,39,92.06,3721.46,1,monthly,credit_card,True,False,11,104.8,203,7.0,0,26-35,1,DE-BY,0
5a4f09026b5bd8b5,12,22.33,290.85,3,two_year,digital_wallet,True,True,5,93.2,68,2.0,1,65+,0,AT-W,0
65b92ffea23cd778,72,100.51,7292.9,2,monthly,credit_card,False,False,10,456.5,55,8.7,1,18-25,1,DE-BY,0
6734081fc5799be2,48,28.09,1363.2,2,annual,digital_wallet,True,True,0,133.0,3,6.7,6,18-25,0,DE-NW,0
9c7ccf173ddb81cf,66,98.14,6577.35,3,annual,digital_wallet,False,False,5,185.4,175,10.0,6,26-35,1,CH-BE,0
4aa210e4e90e7212,51,54.74,2838.6,3,monthly,auto_debit,False,False,11,417.7,71,0.3,0,65+,1,CH-BE,0
8537b128fe18c4ca,31,53.69,1726.61,4,two_year,digital_wallet,True,True,10,478.8,164,0.2,2,18-25,1,CH-BE,0
5c84c467820b3240,56,39.52,2262.09,1,annual,digital_wallet,False,True,11,192.4,310,2.0,1,65+,0,DE-NW,0
2996ac5bda773a5c,63,98.67,6331.96,5,annual,invoice,False,True,7,331.3,123,2.4,1,18-25,0,AT-W,0
d3e937a4fe997e9c,3,31.82,140.09,3,monthly,credit_card,False,True,10,67.9,273,6.3,3,18-25,1,DE-NW,0
1a7e0a3bed5c2d81,8,82.62,761.55,4,two_year,digital_wallet,True,True,4,57.8,44,1.1,2,65+,0,CH-BE,0
2ef53364280f236e,14,75.15,1113.22,4,two_year,auto_debit,False,True,9,267.8,198,9.8,2,36-50,0,CH-ZH,1
1feaa13096450730,28,26.19,768.74,3,monthly,credit_card,True,False,10,227.9,307,2.8,5,18-25,1,DE-HE,0
ecbd219bc9e40207,64,118.99,7793.47,5,annual,invoice,False,False,11,483.2,30,9.8,2,26-35,0,CH-BE,0
28c2b9d5a3056adf,28,88.54,2600.02,2,annual,digital_wallet,False,True,0,274.0,172,4.2,3,36-50,1,AT-W,0
36ab2c1257ef07e9,9,70.42,718.03,2,two_year,digital_wallet,True,True,5,376.1,297,8.7,0,36-50,1,CH-BE,0
0754188ebb01a7e4,20,75.6,1586.27,2,monthly,invoice,True,True,5,363.0,294,1.0,6,26-35,1,AT-W,0
fd57168b9f5ac39a,21,112.23,2522.27,2,monthly,auto_debit,False,False,2,313.5,206,2.5,0,26-35,1,AT-W,1
7f08e90a594767b7,38,87.24,3415.69,4,two_year,auto_debit,False,False,4,316.2,227,3.7,0,18-25,0,DE-BY,0
216e516e33710669,62,82.35,5165.4,5,two_year,digital_wallet,False,True,12,296.4,196,4.8,5,51-65,1,CH-ZH,0
22727d17208d372b,16,25.44,442.88,5,monthly,digital_wallet,True,False,8,408.7,271,4.9,4,65+,0,DE-NW,1
d55ad22d8e638147,15,33.97,532.65,5,annual,credit_card,True,True,2,287.5,334,1.6,4,36-50,0,DE-BY,0
9d25b2247e76feda,15,68.15,1093.43,4,two_year,auto_debit,True,False,0,473.1,265,9.0,2,65+,1,DE-NW,0
af5787ae6bd8ac75,62,87.99,5586.13,3,two_year,invoice,True,True,3,18.4,72,3.0,6,26-35,0,CH-ZH,0
5054f7ce5a98862d,70,37.68,2661.28,5,annual,auto_debit,False,False,6,324.9,83,4.0,0,36-50,1,CH-BE,0
9e7be26c3c0f3326,18,71.27,1370.71,2,two_year,credit_card,True,False,2,158.2,222,3.8,4,26-35,0,DE-HE,1
4b486e2e8f378290,15,70.8,1126.2,3,two_year,auto_debit,False,False,12,136.6,115,2.7,0,51-65,0,AT-W,0
623628e8186471ea,13,97.19,1363.23,3,two_year,digital_wallet,True,False,11,286.1,144,5.5,4,18-25,0,DE-NW,1
901cca668dced61d,40,114.38,4671.87,5,two_year,digital_wallet,False,True,4,4.7,262,7.1,5,26-35,0,AT-W,0
244a999dbc2e7573,72,92.22,6752.85,3,two_year,invoice,False,False,2,219.5,181,8.0,4,36-50,1,AT-W,0
e1b74aaa16682d8d,66,113.88,7665.72,3,two_year,auto_debit,False,False,12,156.4,46,6.3,0,26-35,0,DE-NW,0
9e0ee76af6f63d14,7,23.88,201.3,1,annual,invoice,False,False,8,342.6,346,8.9,5,18-25,1,DE-BY,0
2cff3b0222aaf6d2,24,110.64,2789.69,5,two_year,credit_card,True,True,9,224.3,86,6.7,6,65+,0,DE-NW,0
09fc2bea655a24f6,9,53.54,527.55,1,annual,digital_wallet,False,True,5,484.9,173,9.1,1,65+,0,DE-HE,1
5426c51613baed1d,38,65.73,2530.75,5,annual,invoice,False,True,7,446.2,249,0.6,0,65+,1,DE-HE,0
db0324d7bf61efbe,38,52.16,2054.59,2,annual,credit_card,True,True,6,246.0,43,5.3,1,51-65,0,AT-W,0
5978de5f61ca21c5,0,31.34,22.76,4,annual,credit_card,False,False,2,268.2,137,1.1,3,51-65,0,DE-NW,0
5e971feb22cb149b,45,93.44,4334.08,2,monthly,invoice,False,True,2,197.3,169,9.0,1,26-35,1,CH-BE,0
1c0835fbe30d5c34,34,27.47,961.33,2,annual,digital_wallet,False,True,1,478.8,10,1.3,2,65+,0,CH-BE,0
cabbbba151261356,30,20.46,632.82,5,two_year,auto_debit,False,False,4,141.1,42,7.6,1,65+,0,CH-BE,0
d9ce79fc0372e327,65,34.62,2271.59,3,two_year,invoice,False,True,7,353.2,52,7.0,4,65+,0,DE-NW,0
8de66ee28c31b238,19,39.09,763.75,2,monthly,digital_wallet,True,True,1,432.2,194,4.1,2,26-35,0,DE-HE,1
1e14b7c74622ac4b,54,65.32,3602.0,3,monthly,credit_card,False,False,5,355.8,126,3.2,0,26-35,0,DE-BY,0
ae7d9d97fe6e5f3d,6,84.35,572.34,3,two_year,auto_debit,False,True,4,474.2,186,3.3,0,18-25,0,CH-BE,0
6e4f134425053dd5,70,95.9,6795.53,3,two_year,credit_card,True,False,3,292.2,44,8.9,1,65+,0,DE-BY,0
9138a33ef327e1ff,24,35.26,867.35,5,two_year,credit_card,False,False,12,101.0,78,0.4,1,51-65,1,CH-ZH,0
8fb1e2b799a1e70e,44,108.97,4927.33,4,monthly,digital_wallet,False,True,2,299.6,356,9.7,2,18-25,0,CH-BE,0
2cf007913545eeb5,24,92.78,2336.64,5,monthly,invoice,False,False,8,389.7,205,6.1,1,26-35,0,DE-NW,0
f9d1e3c71170b16f,27,77.17,2193.84,5,annual,credit_card,False,True,4,354.1,282,1.2,1,18-25,0,DE-HE,0
93e0c9c1ec54aeae,5,82.16,474.7,2,annual,auto_debit,True,True,8,58.1,332,3.5,4,36-50,1,DE-BY,0
ef5f35f62ea79582,70,42.72,3050.14,3,annual,auto_debit,True,False,3,365.2,143,1.8,0,65+,0,CH-BE,0
600d2ea3ba44254f,48,114.29,5614.64,5,two_year,invoice,False,True,5,134.4,297,6.3,6,51-65,0,AT-W,0
299b90f63d80b474,29,91.63,2716.68,4,monthly,digital_wallet,True,False,2,407.8,90,1.9,3,26-35,1,DE-BY,0
66768ab0b72b95b0,39,32.11,1281.0,5,monthly,auto_debit,True,True,6,122.6,330,9.7,0,65+,0,CH-BE,0
8f1e6776beeabb48,1,78.35,119.15,1,two_year,auto_debit,True,True,12,41.8,73,9.4,4,18-25,0,DE-BY,0
c2417da8ecc86cd2,69,92.29,6479.45,2,monthly,digital_wallet,False,True,4,165.9,79,2.4,4,36-50,0,DE-BY,0
6e46faafb066708e,5,25.8,155.1,4,monthly,auto_debit,True,True,3,213.6,75,3.5,2,26-35,1,CH-BE,0
a8167c6a875a70a9,14,66.64,981.24,3,annual,auto_debit,False,True,5,461.7,43,9.0,4,26-35,0,AT-W,0
de22e940fc47bec0,67,50.16,3407.13,3,two_year,credit_card,False,True,4,458.1,338,3.7,2,18-25,0,DE-NW,0
ef86800f494052d6,18,48.63,934.73,4,monthly,auto_debit,False,False,2,45.2,65,1.8,3,36-50,1,AT-W,0
0eee2a184ccd2544,54,65.54,3611.37,3,monthly,invoice,False,False,8,248.6,273,4.9,4,26-35,1,DE-BY,0
edb39a7fbdf3edaa,53,70.33,3819.71,2,two_year,auto_debit,True,False,0,101.6,8,3.6,3,26-35,0,DE-BY,0
a7847bb3573d03ed,44,52.89,2394.79,2,annual,digital_wallet,True,False,3,105.4,114,0.6,1,18-25,0,AT-W,0
788055dac7b97bee,3,88.09,313.08,1,two_year,auto_debit,False,True,0,73.4,72,0.8,0,18-25,1,DE-NW,0
f042952598001d4d,23,64.33,1545.69,3,annual,digital_wallet,False,False,12,322.4,6,2.9,1,18-25,0,CH-ZH,1
a80ba8b8e4eff13f,22,67.85,1583.12,4,two_year,credit_card,False,True,6,465.7,139,9.7,4,51-65,0,CH-BE,1
183a499c6578411d,27,57.04,1590.98,5,two_year,auto_debit,False,False,5,326.3,207,8.3,1,18-25,1,CH-BE,0
3571056f372526fb,54,35.45,1934.78,5,annual,auto_debit,True,False,2,270.8,33,2.1,0,36-50,0,CH-ZH,0
f0bdf50af02c3036,25,82.03,2113.84,5,two_year,auto_debit,False,True,0,157.3,158,0.1,2,36-50,1,CH-ZH,0
12c49e91ba41f800,24,48.02,1193.58,2,two_year,auto_debit,False,False,11,251.8,257,8.1,1,18-25,1,AT-W,0
833572166df65733,4,45.46,225.62,1,two_year,invoice,True,True,12,359.3,256,5.2,5,65+,1,AT-W,1
233d3520fc2f3a34,16,50.6,878.21,4,monthly,digital_wallet,True,True,9,303.4,78,5.7,3,18-25,0,DE-NW,0
64080c50db039307,39,72.45,2918.39,1,annual,auto_debit,False,False,2,467.0,82,0.7,4,36-50,1,DE-BY,0
ef3d71a9c72b587c,9,33.81,329.92,4,annual,digital_wallet,True,True,9,244.1,186,8.6,3,51-65,0,AT-W,0
26a276ce458d11ed,46,68.81,3221.25,1,two_year,digital_wallet,False,False,10,21.3,329,0.6,6,26-35,0,DE-NW,0
697dbb1da7fa8b85,13,45.52,632.7,1,monthly,digital_wallet,False,True,5,232.9,328,5.4,6,51-65,0,DE-BY,1
8afdb472cddbdb81,23,91.84,2242.96,4,monthly,digital_wallet,False,True,5,171.2,309,4.9,5,51-65,0,DE-HE,0
35d53b5d84d3da8d,58,19.02,1121.61,2,annual,auto_debit,False,True,12,180.7,220,9.8,1,18-25,0,DE-BY,0
e7e53eb4fc92f441,54,43.33,2365.11,1,annual,digital_wallet,True,False,11,225.7,214,5.2,5,36-50,0,DE-BY,0
ead1177c5fa66d4c,11,108.97,1358.13,3,monthly,invoice,False,False,7,237.7,352,7.8,5,51-65,1,CH-BE,0
7f53cb886f1e2ff1,49,101.42,5110.94,2,monthly,invoice,False,False,0,75.3,234,9.3,3,36-50,0,CH-BE,0
9ea3c99ef5cf605a,52,42.59,2278.06,2,two_year,digital_wallet,True,True,3,372.9,96,4.2,4,26-35,1,DE-NW,0
9160299cf45a5954,44,37.03,1673.0,1,annual,credit_card,True,False,4,251.0,63,7.0,5,51-65,1,AT-W,0
dd286cf412365357,45,51.98,2392.28,3,monthly,invoice,False,False,5,88.4,304,1.6,3,51-65,1,CH-BE,0
ea76132d9f572ff4,55,81.58,4604.2,1,monthly,auto_debit,True,True,9,466.2,53,5.0,6,65+,0,CH-BE,0
51310eeba67238b6,56,67.85,3878.83,4,monthly,invoice,False,False,1,97.8,240,9.5,2,51-65,1,CH-BE,0
cc637b3172221795,50,15.8,801.44,3,annual,credit_card,False,False,10,120.8,212,0.3,0,26-35,1,CH-ZH,0
0b80468f1b1e962d,40,50.18,2082.11,2,two_year,digital_wallet,True,False,0,400.7,295,4.3,5,51-65,0,AT-W,0
1c0b4f39057c26ff,40,69.31,2813.96,2,two_year,auto_debit,False,False,8,79.5,165,2.0,0,18-25,1,DE-BY,0
789cca4466567bf5,19,17.92,365.94,1,two_year,digital_wallet,True,True,7,317.2,183,1.9,5,26-35,1,DE-NW,0
361aca729d2d0a42,68,103.25,7155.96,4,annual,auto_debit,False,True,2,313.7,326,9.8,6,18-25,0,AT-W,0
5f315e5c16f4d768,15,26.24,430.19,1,monthly,digital_wallet,False,True,6,50.3,11,4.1,3,18-25,0,CH-BE,0
aa1ec59bd2903131,53,54.4,2959.81,2,monthly,credit_card,True,True,10,283.6,310,8.5,0,36-50,1,AT-W,0
